@attribute Std_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {no_label}


@data
% filename D.wav
% srate 86.1328
0.029199,0.029736,0.037354,0.150950,-49.588916,8.215663,-2.660942,0.718583,-1.423088,-1.075660,-1.827783,-2.345293,-3.295293,-0.933332,1.313369,2.474953,2.129443,0.000300,0.000841,0.001674,0.002655,0.004810,0.007671,0.006689,0.003233,0.001279,0.000408,0.000078,0.000067,3.083656,113.879186,0.002862,0.001215,0.011033,0.091976,1.232357,0.510436,0.631228,0.787486,0.523465,0.392350,0.656729,0.351469,0.653251,0.653207,0.401768,0.482480,0.316165,0.000198,0.000564,0.001122,0.001771,0.003199,0.005083,0.004405,0.002088,0.000807,0.000250,0.000044,0.000039,0.086255,27.597803,no_label
0.029785,0.029859,0.038521,0.147920,-49.771307,8.228525,-2.664862,0.833942,-1.395048,-1.070706,-1.741717,-2.319164,-3.256617,-0.889207,1.273560,2.488659,2.127062,0.000267,0.000744,0.001480,0.002354,0.004284,0.006849,0.005972,0.002887,0.001145,0.000366,0.000071,0.000061,3.081342,111.986803,0.003851,0.001291,0.011135,0.093900,1.146643,0.493870,0.631055,0.780826,0.518396,0.388343,0.646401,0.339252,0.667432,0.618429,0.443388,0.499615,0.316258,0.000167,0.000487,0.000980,0.001567,0.002892,0.004636,0.004013,0.001899,0.000739,0.000230,0.000040,0.000034,0.087588,28.673372,no_label
0.030273,0.030093,0.039689,0.141567,-49.957584,8.208521,-2.726113,0.932651,-1.404019,-1.057569,-1.683493,-2.341325,-3.236476,-0.839841,1.258750,2.494674,2.091007,0.000236,0.000654,0.001299,0.002069,0.003776,0.006056,0.005274,0.002542,0.001008,0.000324,0.000064,0.000055,3.085822,108.242490,0.004345,0.001524,0.011115,0.097060,0.969161,0.524044,0.624730,0.809563,0.512018,0.402717,0.638905,0.371480,0.675646,0.562341,0.453487,0.504797,0.341362,0.000137,0.000417,0.000847,0.001363,0.002545,0.004117,0.003542,0.001640,0.000625,0.000192,0.000034,0.000029,0.088251,32.008607,no_label
0.030762,0.030309,0.039883,0.134382,-50.075701,8.168417,-2.748057,1.035925,-1.492187,-1.067531,-1.587661,-2.318070,-3.153661,-0.806300,1.199445,2.502631,2.028106,0.000212,0.000581,0.001152,0.001831,0.003336,0.005342,0.004650,0.002244,0.000893,0.000289,0.000059,0.000051,3.087304,103.476647,0.004533,0.001832,0.011269,0.099719,0.936256,0.561983,0.633832,0.794053,0.464294,0.395345,0.640238,0.372750,0.667821,0.534564,0.448544,0.519288,0.268591,0.000115,0.000371,0.000763,0.001217,0.002247,0.003603,0.003088,0.001422,0.000537,0.000163,0.000029,0.000025,0.089673,35.391670,no_label
0.030762,0.030508,0.039883,0.126647,-50.150506,8.108035,-2.731377,1.165417,-1.487776,-1.061831,-1.458014,-2.340591,-3.038498,-0.748338,1.131894,2.548263,2.015567,0.000194,0.000524,0.001035,0.001638,0.002963,0.004736,0.004128,0.002001,0.000800,0.000261,0.000054,0.000048,3.088504,98.796076,0.004533,0.002105,0.011269,0.097039,0.907987,0.591596,0.619075,0.712958,0.460539,0.405190,0.567963,0.356626,0.632069,0.487807,0.433818,0.555399,0.265535,0.000106,0.000349,0.000718,0.001126,0.002014,0.003187,0.002740,0.001275,0.000481,0.000145,0.000025,0.000023,0.091649,36.718627,no_label
0.030762,0.030574,0.040078,0.124502,-50.301438,8.111332,-2.707035,1.254929,-1.444606,-1.060495,-1.389838,-2.351058,-3.010719,-0.715399,1.139436,2.564711,2.015818,0.000179,0.000479,0.000942,0.001481,0.002652,0.004227,0.003681,0.001785,0.000714,0.000234,0.000049,0.000045,3.084847,96.491580,0.004533,0.002113,0.011417,0.098004,0.842000,0.593014,0.612485,0.654487,0.448722,0.407326,0.511039,0.359777,0.618921,0.449499,0.434420,0.558768,0.265650,0.000096,0.000321,0.000664,0.001021,0.001766,0.002752,0.002354,0.001089,0.000406,0.000121,0.000022,0.000021,0.089567,35.690604,no_label
0.031250,0.030558,0.040078,0.128129,-50.436854,8.105618,-2.653518,1.321142,-1.399722,-1.087481,-1.324082,-2.346200,-2.960037,-0.688595,1.143992,2.594064,2.012711,0.000165,0.000434,0.000850,0.001333,0.002379,0.003786,0.003302,0.001609,0.000647,0.000214,0.000046,0.000042,3.079306,92.914990,0.004863,0.002115,0.011417,0.096835,0.775295,0.590444,0.606526,0.641437,0.406534,0.379454,0.482284,0.359322,0.570824,0.428739,0.435678,0.577438,0.268350,0.000085,0.000282,0.000582,0.000883,0.001486,0.002292,0.001964,0.000917,0.000345,0.000104,0.000020,0.000020,0.088228,33.883171,no_label
0.031348,0.030599,0.040078,0.123121,-50.646881,8.086841,-2.697867,1.404617,-1.402604,-1.086686,-1.289055,-2.374422,-2.939720,-0.615967,1.130266,2.651204,2.017870,0.000145,0.000376,0.000736,0.001160,0.002088,0.003339,0.002925,0.001440,0.000586,0.000195,0.000042,0.000037,3.082820,94.444804,0.004803,0.002127,0.011417,0.090674,0.803027,0.571604,0.617318,0.589984,0.406630,0.378922,0.487401,0.398912,0.542019,0.402449,0.436149,0.607285,0.263105,0.000053,0.000195,0.000413,0.000632,0.001073,0.001661,0.001463,0.000725,0.000285,0.000087,0.000014,0.000011,0.090369,34.754643,no_label
0.031445,0.030661,0.040272,0.130024,-50.785404,8.097203,-2.728498,1.476630,-1.418524,-1.091691,-1.244444,-2.365583,-2.896643,-0.520822,1.106683,2.676448,1.995546,0.000134,0.000341,0.000663,0.001048,0.001891,0.003028,0.002659,0.001317,0.000539,0.000181,0.000039,0.000035,3.082647,91.892220,0.004740,0.002140,0.011561,0.089395,0.729207,0.575183,0.610694,0.538580,0.384771,0.379400,0.523552,0.391242,0.499991,0.451071,0.440031,0.608189,0.268380,0.000045,0.000165,0.000354,0.000539,0.000903,0.001383,0.001243,0.000641,0.000256,0.000078,0.000013,0.000010,0.090303,34.249800,no_label
0.031445,0.030671,0.040272,0.118590,-50.866913,8.092242,-2.691696,1.537063,-1.378780,-1.127669,-1.191814,-2.362451,-2.940872,-0.519780,1.022816,2.734354,1.974467,0.000130,0.000330,0.000640,0.001010,0.001817,0.002905,0.002553,0.001271,0.000524,0.000177,0.000039,0.000034,3.077334,90.122089,0.004740,0.002143,0.011561,0.088210,0.810063,0.569304,0.600352,0.495659,0.407095,0.381222,0.579740,0.389083,0.567299,0.451439,0.440677,0.629850,0.250654,0.000047,0.000168,0.000358,0.000543,0.000902,0.001371,0.001237,0.000644,0.000258,0.000079,0.000013,0.000011,0.083271,32.325438,no_label
0.031641,0.030680,0.040272,0.117808,-50.975749,8.078870,-2.685047,1.555651,-1.335261,-1.122473,-1.162533,-2.373526,-2.992974,-0.539863,0.985996,2.816645,2.015359,0.000128,0.000324,0.000628,0.000989,0.001775,0.002831,0.002488,0.001237,0.000508,0.000171,0.000038,0.000034,3.077416,89.076645,0.004728,0.002147,0.011561,0.088699,0.825721,0.569338,0.599172,0.466043,0.412432,0.383170,0.606719,0.402463,0.617669,0.433059,0.406639,0.643482,0.290036,0.000049,0.000170,0.000362,0.000547,0.000904,0.001367,0.001235,0.000643,0.000254,0.000077,0.000013,0.000011,0.083375,30.421754,no_label
0.031641,0.030759,0.040467,0.123041,-51.034485,8.045670,-2.657545,1.556649,-1.340891,-1.116036,-1.141268,-2.370257,-2.986069,-0.537574,0.979404,2.861027,2.028048,0.000124,0.000311,0.000601,0.000948,0.001705,0.002723,0.002394,0.001191,0.000491,0.000166,0.000037,0.000033,3.082670,88.877218,0.004728,0.002152,0.011699,0.085851,0.807283,0.568310,0.637745,0.464694,0.413690,0.384169,0.634190,0.400970,0.610022,0.434264,0.396526,0.628825,0.289894,0.000050,0.000168,0.000355,0.000536,0.000885,0.001336,0.001214,0.000640,0.000256,0.000078,0.000014,0.000012,0.088627,30.138294,no_label
0.031641,0.030943,0.041634,0.127929,-51.144723,8.024042,-2.625880,1.570031,-1.395316,-1.056455,-1.075573,-2.372976,-3.045419,-0.566435,0.975614,2.940665,2.046898,0.000120,0.000297,0.000573,0.000906,0.001635,0.002612,0.002290,0.001134,0.000467,0.000158,0.000036,0.000032,3.093314,90.737710,0.004728,0.002101,0.011484,0.084266,0.871384,0.548706,0.646820,0.438575,0.460348,0.400314,0.655653,0.401323,0.663797,0.399572,0.392852,0.583937,0.288839,0.000052,0.000167,0.000349,0.000526,0.000862,0.001298,0.001179,0.000624,0.000251,0.000077,0.000014,0.000012,0.095999,33.041413,no_label
0.031836,0.031122,0.042996,0.123926,-51.186555,7.993893,-2.632040,1.566821,-1.403848,-1.028716,-0.998933,-2.381324,-3.057871,-0.594479,0.975833,3.008770,2.060718,0.000114,0.000279,0.000535,0.000848,0.001543,0.002476,0.002163,0.001063,0.000437,0.000149,0.000034,0.000031,3.104449,92.102536,0.004708,0.001939,0.010830,0.082237,0.928934,0.491073,0.641092,0.444713,0.458104,0.388887,0.628922,0.405177,0.682996,0.378656,0.392963,0.553576,0.279599,0.000051,0.000149,0.000308,0.000466,0.000770,0.001165,0.001059,0.000560,0.000225,0.000070,0.000013,0.000013,0.091747,34.966924,no_label
0.031934,0.031315,0.044163,0.108539,-51.262898,7.972344,-2.705446,1.611074,-1.421333,-0.992651,-0.927771,-2.457604,-3.094913,-0.578938,0.965894,3.102920,2.047766,0.000107,0.000255,0.000486,0.000777,0.001430,0.002311,0.002013,0.000983,0.000405,0.000139,0.000032,0.000029,3.117710,93.231954,0.004633,0.001705,0.009865,0.067197,0.963156,0.477644,0.511307,0.434421,0.435392,0.396449,0.570365,0.447072,0.709180,0.381474,0.382152,0.466058,0.283219,0.000047,0.000122,0.000248,0.000380,0.000641,0.000984,0.000892,0.000472,0.000193,0.000061,0.000012,0.000013,0.085742,35.774502,no_label
0.032129,0.031426,0.045136,0.107928,-51.368751,7.982268,-2.735073,1.576822,-1.438589,-0.962362,-0.879357,-2.483385,-3.113354,-0.560064,0.920314,3.115290,2.012698,0.000100,0.000232,0.000441,0.000707,0.001308,0.002121,0.001841,0.000893,0.000367,0.000126,0.000029,0.000027,3.123467,93.342442,0.004517,0.001581,0.009075,0.067931,0.963913,0.482739,0.499489,0.434308,0.444443,0.370799,0.575695,0.457826,0.714913,0.378401,0.348067,0.454725,0.278946,0.000041,0.000085,0.000166,0.000253,0.000428,0.000659,0.000601,0.000323,0.000135,0.000043,0.000009,0.000012,0.081630,35.822395,no_label
0.032422,0.031573,0.046304,0.100617,-51.538424,7.997801,-2.738584,1.550156,-1.409854,-0.957617,-0.811549,-2.550257,-3.165482,-0.580537,0.921408,3.183287,2.009338,0.000094,0.000219,0.000415,0.000666,0.001236,0.002006,0.001736,0.000837,0.000346,0.000120,0.000028,0.000026,3.129513,93.931431,0.004513,0.001497,0.008153,0.068023,0.939864,0.485839,0.502197,0.448636,0.408880,0.366940,0.517688,0.439405,0.717264,0.394954,0.347341,0.297481,0.280472,0.000039,0.000072,0.000139,0.000212,0.000362,0.000557,0.000510,0.000279,0.000123,0.000041,0.000009,0.000012,0.079827,35.936507,no_label
0.032422,0.031626,0.046304,0.096551,-51.681427,7.987993,-2.772623,1.557569,-1.408961,-0.962558,-0.801455,-2.624759,-3.211259,-0.571050,0.942918,3.216379,1.972169,0.000088,0.000207,0.000393,0.000631,0.001174,0.001908,0.001647,0.000789,0.000324,0.000112,0.000026,0.000024,3.134082,94.290231,0.004513,0.001422,0.008153,0.069977,0.951177,0.486181,0.503127,0.454366,0.408917,0.376477,0.501319,0.410891,0.694712,0.392124,0.343295,0.272797,0.291877,0.000032,0.000054,0.000106,0.000165,0.000295,0.000464,0.000422,0.000227,0.000101,0.000034,0.000008,0.000011,0.071975,35.765124,no_label
0.032324,0.031631,0.046304,0.101827,-51.756317,8.011373,-2.712126,1.514530,-1.357563,-0.984302,-0.774890,-2.639567,-3.218744,-0.580334,0.956375,3.177246,1.935425,0.000083,0.000198,0.000378,0.000605,0.001121,0.001820,0.001567,0.000745,0.000303,0.000105,0.000025,0.000023,3.135525,95.894608,0.004600,0.001416,0.008153,0.075942,0.924181,0.468440,0.465806,0.460179,0.410335,0.396157,0.466340,0.402458,0.689053,0.395159,0.338210,0.313349,0.255022,0.000026,0.000045,0.000094,0.000143,0.000252,0.000394,0.000350,0.000180,0.000077,0.000026,0.000007,0.000009,0.070167,35.191378,no_label
0.032422,0.031721,0.047276,0.100435,-51.940216,8.059172,-2.757382,1.551793,-1.393823,-1.031984,-0.742379,-2.659047,-3.260637,-0.603017,0.913614,3.212957,1.941429,0.000079,0.000190,0.000363,0.000580,0.001071,0.001737,0.001492,0.000704,0.000285,0.000098,0.000024,0.000022,3.136848,96.739832,0.004513,0.001339,0.006881,0.074999,1.001891,0.432900,0.511931,0.450059,0.397276,0.474898,0.402723,0.395286,0.652897,0.428668,0.328647,0.304942,0.261263,0.000022,0.000041,0.000089,0.000133,0.000228,0.000352,0.000303,0.000141,0.000057,0.000020,0.000007,0.000009,0.068788,34.896583,no_label
0.031836,0.031739,0.047276,0.090210,-52.099426,8.014772,-2.730418,1.556180,-1.319294,-1.054166,-0.761229,-2.701677,-3.305973,-0.604150,0.944578,3.255832,1.970891,0.000076,0.000184,0.000352,0.000562,0.001036,0.001681,0.001443,0.000680,0.000275,0.000095,0.000023,0.000021,3.134855,96.546108,0.004102,0.001334,0.006881,0.063076,0.941567,0.470913,0.497470,0.454544,0.498470,0.473715,0.421293,0.346430,0.598500,0.428977,0.339972,0.327235,0.295051,0.000018,0.000043,0.000097,0.000147,0.000255,0.000397,0.000339,0.000155,0.000061,0.000021,0.000007,0.000007,0.071251,35.117070,no_label
0.031250,0.031717,0.046109,0.092126,-52.144822,7.990326,-2.731881,1.550830,-1.281058,-1.042103,-0.813443,-2.655030,-3.285732,-0.591007,0.971678,3.201115,1.964697,0.000073,0.000177,0.000340,0.000543,0.001005,0.001632,0.001400,0.000660,0.000267,0.000092,0.000022,0.000020,3.132717,96.234380,0.003548,0.001337,0.008094,0.062714,0.906032,0.498308,0.497346,0.451266,0.532565,0.469352,0.504442,0.452918,0.626626,0.421493,0.320814,0.408035,0.293739,0.000014,0.000046,0.000105,0.000161,0.000286,0.000452,0.000385,0.000175,0.000070,0.000024,0.000007,0.000007,0.075501,35.307315,no_label
0.030859,0.031571,0.044942,0.093639,-52.177443,8.016968,-2.720254,1.549581,-1.259406,-1.104161,-0.844567,-2.566813,-3.236027,-0.563001,0.973371,3.142322,1.947555,0.000071,0.000174,0.000335,0.000534,0.000986,0.001599,0.001374,0.000649,0.000263,0.000090,0.000021,0.000019,3.123159,96.219664,0.003063,0.001268,0.008998,0.061643,0.864931,0.471583,0.487886,0.449770,0.547156,0.475586,0.545659,0.529171,0.700531,0.409044,0.320057,0.507577,0.327305,0.000013,0.000049,0.000111,0.000173,0.000309,0.000489,0.000414,0.000186,0.000073,0.000025,0.000007,0.000006,0.085266,35.328454,no_label
0.030664,0.031356,0.043774,0.097285,-52.304322,8.074271,-2.748616,1.500345,-1.208115,-1.148286,-0.918066,-2.552902,-3.237242,-0.555954,0.960906,3.077559,1.937407,0.000070,0.000173,0.000334,0.000531,0.000973,0.001571,0.001351,0.000639,0.000256,0.000087,0.000020,0.000018,3.109379,98.644247,0.002769,0.001057,0.009679,0.059886,0.859087,0.446767,0.530588,0.462796,0.516399,0.492175,0.611950,0.545281,0.699153,0.403636,0.335948,0.538161,0.335286,0.000012,0.000050,0.000112,0.000176,0.000323,0.000519,0.000439,0.000198,0.000079,0.000027,0.000006,0.000005,0.095531,32.548916,no_label
0.030664,0.031123,0.043580,0.097071,-52.471068,8.119554,-2.740996,1.474151,-1.134641,-1.202483,-0.977899,-2.546896,-3.270398,-0.592856,0.988102,3.053200,1.945388,0.000070,0.000174,0.000335,0.000530,0.000962,0.001547,0.001332,0.000631,0.000253,0.000085,0.000019,0.000018,3.091517,99.056260,0.002769,0.000636,0.009579,0.059929,0.817814,0.405030,0.526173,0.452810,0.525804,0.455930,0.632480,0.548756,0.661328,0.439076,0.326405,0.533705,0.337657,0.000012,0.000049,0.000111,0.000177,0.000333,0.000541,0.000457,0.000206,0.000082,0.000028,0.000006,0.000004,0.100974,31.901705,no_label
0.030566,0.031200,0.043580,0.095537,-52.661428,8.097485,-2.773921,1.443877,-1.034893,-1.235713,-1.003199,-2.531396,-3.308222,-0.628199,0.983956,3.103157,1.994674,0.000068,0.000166,0.000319,0.000507,0.000924,0.001487,0.001280,0.000607,0.000244,0.000082,0.000018,0.000018,3.090920,98.702108,0.002849,0.000755,0.009579,0.061230,0.965171,0.401300,0.539414,0.459649,0.678723,0.418785,0.650428,0.552579,0.668823,0.491520,0.323621,0.557194,0.423536,0.000010,0.000049,0.000114,0.000183,0.000346,0.000563,0.000477,0.000218,0.000088,0.000030,0.000006,0.000004,0.100948,32.031008,no_label
0.030078,0.031499,0.043774,0.091406,-52.856132,8.119634,-2.845714,1.353719,-0.974272,-1.254695,-1.053070,-2.501614,-3.304235,-0.663444,0.988589,3.110478,2.012550,0.000066,0.000156,0.000297,0.000474,0.000871,0.001408,0.001211,0.000574,0.000231,0.000077,0.000017,0.000017,3.103880,99.372595,0.002085,0.001273,0.009679,0.061472,1.063678,0.424394,0.555296,0.545395,0.699444,0.413409,0.679465,0.577902,0.670627,0.524859,0.328839,0.559824,0.420412,0.000006,0.000047,0.000113,0.000182,0.000345,0.000564,0.000479,0.000220,0.000089,0.000030,0.000006,0.000003,0.110782,31.698222,no_label
0.030078,0.031780,0.043774,0.088493,-52.994519,8.156510,-2.898600,1.246264,-0.898750,-1.254849,-1.099166,-2.433092,-3.282420,-0.713420,0.988462,3.099592,2.009120,0.000066,0.000150,0.000284,0.000452,0.000830,0.001341,0.001152,0.000544,0.000219,0.000074,0.000017,0.000018,3.106993,94.568246,0.002085,0.001786,0.009679,0.057970,1.210326,0.483079,0.637313,0.645786,0.725750,0.413439,0.697563,0.575312,0.669842,0.514061,0.328841,0.554165,0.422434,0.000006,0.000049,0.000118,0.000190,0.000358,0.000582,0.000497,0.000232,0.000094,0.000031,0.000006,0.000004,0.113455,34.105491,no_label
0.030859,0.032431,0.043774,0.089286,-53.166555,8.169975,-2.944325,1.159564,-0.868660,-1.215968,-1.131536,-2.388930,-3.262751,-0.836759,0.963200,3.118669,2.009154,0.000065,0.000145,0.000271,0.000433,0.000799,0.001291,0.001106,0.000518,0.000207,0.000069,0.000016,0.000017,3.143736,97.397284,0.003837,0.003336,0.009679,0.059294,1.256759,0.493150,0.666939,0.686390,0.732279,0.453682,0.679671,0.592571,0.683605,0.478565,0.359516,0.554843,0.422411,0.000008,0.000055,0.000129,0.000206,0.000380,0.000613,0.000528,0.000251,0.000102,0.000033,0.000006,0.000004,0.197883,34.662841,no_label
0.032227,0.033468,0.043774,0.090434,-53.363051,8.157585,-3.037493,1.045828,-0.812009,-1.127617,-1.153303,-2.333437,-3.177748,-0.900899,0.980579,3.125263,2.002972,0.000063,0.000137,0.000254,0.000406,0.000755,0.001221,0.001041,0.000481,0.000190,0.000063,0.000015,0.000017,3.215750,104.073192,0.006780,0.005430,0.009679,0.058136,1.419030,0.482083,0.727472,0.764193,0.779351,0.553122,0.652820,0.621326,0.670693,0.494770,0.330533,0.560283,0.423514,0.000011,0.000060,0.000139,0.000217,0.000390,0.000623,0.000541,0.000262,0.000105,0.000034,0.000006,0.000004,0.370674,47.008617,no_label
0.033301,0.034640,0.043969,0.092637,-53.519431,8.086723,-3.137634,0.984147,-0.726117,-1.055645,-1.125303,-2.253096,-3.105226,-0.982111,0.953106,3.088749,1.965103,0.000063,0.000128,0.000234,0.000375,0.000702,0.001141,0.000966,0.000437,0.000170,0.000057,0.000013,0.000017,3.293202,118.897578,0.008366,0.007150,0.009851,0.057586,1.446309,0.597639,0.811073,0.816157,0.858677,0.657903,0.697667,0.639148,0.649374,0.526040,0.347843,0.544972,0.395640,0.000011,0.000062,0.000144,0.000221,0.000379,0.000594,0.000520,0.000257,0.000100,0.000032,0.000006,0.000004,0.496298,85.673891,no_label
0.034766,0.035815,0.044163,0.090985,-53.743256,8.070440,-3.338288,0.916433,-0.629527,-0.991993,-1.097484,-2.145961,-3.024460,-1.031071,0.943780,3.079841,1.947238,0.000063,0.000120,0.000213,0.000344,0.000653,0.001067,0.000897,0.000400,0.000155,0.000052,0.000012,0.000017,3.364188,120.783347,0.009660,0.008389,0.010017,0.057098,1.437476,0.610938,0.881594,0.871568,0.876163,0.719371,0.745916,0.754218,0.682387,0.504240,0.334413,0.546618,0.395165,0.000011,0.000062,0.000145,0.000218,0.000364,0.000563,0.000499,0.000255,0.000101,0.000032,0.000006,0.000004,0.575720,86.310703,no_label
0.036035,0.037018,0.044358,0.087485,-53.889583,7.964265,-3.482842,0.870507,-0.447351,-0.926972,-1.026113,-2.021267,-2.921719,-1.078243,0.930277,3.051243,1.928725,0.000063,0.000112,0.000194,0.000315,0.000603,0.000993,0.000830,0.000364,0.000140,0.000047,0.000012,0.000017,3.437274,131.366671,0.010490,0.009431,0.010176,0.055697,1.470375,0.730353,0.909990,0.899422,0.891251,0.822721,0.880605,0.887823,0.653810,0.480925,0.324161,0.546413,0.391084,0.000011,0.000063,0.000146,0.000216,0.000347,0.000530,0.000477,0.000252,0.000101,0.000032,0.000007,0.000004,0.646124,101.780059,no_label
0.037109,0.038238,0.044553,0.090260,-54.040575,7.903039,-3.634453,0.842553,-0.337109,-0.873571,-0.967316,-1.889103,-2.826293,-1.105449,0.939052,3.017887,1.912689,0.000062,0.000101,0.000168,0.000276,0.000541,0.000900,0.000746,0.000320,0.000123,0.000042,0.000011,0.000017,3.510814,130.233451,0.011220,0.010124,0.010330,0.058939,1.507608,0.717210,0.918149,0.913124,0.907252,0.854965,0.950589,0.977122,0.594789,0.466620,0.332968,0.544327,0.394314,0.000010,0.000056,0.000131,0.000189,0.000289,0.000433,0.000399,0.000225,0.000093,0.000030,0.000006,0.000004,0.693949,101.658520,no_label
0.038379,0.039437,0.044942,0.094825,-54.154645,7.843589,-3.742924,0.747882,-0.259485,-0.853869,-0.926539,-1.769886,-2.764207,-1.157643,0.940742,2.965433,1.920829,0.000061,0.000093,0.000150,0.000249,0.000494,0.000829,0.000679,0.000284,0.000108,0.000037,0.000010,0.000017,3.584640,145.877385,0.011691,0.010599,0.010547,0.058041,1.465818,0.749502,0.891789,0.893491,0.913003,0.866253,0.976386,0.927724,0.537459,0.438096,0.334842,0.543630,0.394535,0.000011,0.000055,0.000126,0.000179,0.000258,0.000372,0.000349,0.000205,0.000086,0.000028,0.000006,0.000004,0.734674,122.285301,no_label
0.039648,0.040604,0.045331,0.100661,-54.285408,7.823620,-3.844198,0.713794,-0.118865,-0.817091,-0.908037,-1.715361,-2.750051,-1.218504,0.959919,2.941094,1.926709,0.000060,0.000085,0.000131,0.000221,0.000453,0.000770,0.000624,0.000252,0.000095,0.000032,0.000009,0.000017,3.659152,153.366454,0.012214,0.010849,0.010746,0.056150,1.417643,0.741742,0.895654,0.886554,0.875598,0.874861,0.990421,0.889979,0.521112,0.418655,0.334944,0.560629,0.392276,0.000011,0.000052,0.000117,0.000162,0.000224,0.000314,0.000302,0.000187,0.000079,0.000026,0.000006,0.000005,0.758783,124.421069,no_label
0.040625,0.041651,0.045525,0.108950,-54.333525,7.750546,-3.881857,0.679500,0.012471,-0.753300,-0.870334,-1.622234,-2.721003,-1.254302,0.988250,2.923411,1.944926,0.000060,0.000079,0.000116,0.000199,0.000420,0.000724,0.000581,0.000228,0.000086,0.000030,0.000009,0.000017,3.722523,151.288619,0.012591,0.010985,0.010874,0.057376,1.389778,0.768434,0.881746,0.885778,0.829640,0.890081,1.014163,0.840258,0.482502,0.436181,0.335794,0.565327,0.396743,0.000012,0.000049,0.000110,0.000151,0.000202,0.000276,0.000274,0.000178,0.000077,0.000025,0.000006,0.000004,0.767563,125.528822,no_label
0.041992,0.042808,0.046887,0.119169,-54.456752,7.721088,-3.991902,0.550827,0.079135,-0.716114,-0.818708,-1.555895,-2.696318,-1.316977,1.009590,2.874673,1.980115,0.000059,0.000071,0.000098,0.000174,0.000384,0.000673,0.000533,0.000201,0.000075,0.000026,0.000008,0.000017,3.793544,159.863587,0.012770,0.010924,0.010182,0.059630,1.385506,0.774260,0.915222,0.874804,0.765913,0.863772,1.005417,0.764408,0.464632,0.427386,0.354153,0.571190,0.389640,0.000012,0.000044,0.000097,0.000131,0.000169,0.000223,0.000230,0.000159,0.000070,0.000023,0.000006,0.000005,0.767493,126.260892,no_label
0.043359,0.043746,0.048054,0.118495,-54.538179,7.645955,-4.086729,0.459903,0.095416,-0.685259,-0.800671,-1.542081,-2.713724,-1.368285,1.002256,2.858135,1.977354,0.000057,0.000064,0.000084,0.000153,0.000355,0.000632,0.000494,0.000178,0.000066,0.000024,0.000007,0.000017,3.849926,159.180908,0.012591,0.010586,0.009148,0.058385,1.290985,0.827142,0.844660,0.912522,0.749096,0.844580,1.002371,0.748678,0.473385,0.423482,0.356707,0.586334,0.390671,0.000012,0.000039,0.000083,0.000110,0.000132,0.000168,0.000184,0.000140,0.000064,0.000022,0.000005,0.000005,0.752822,126.627489,no_label
0.044727,0.044469,0.048249,0.119471,-54.538180,7.634003,-4.117773,0.372080,0.158655,-0.615246,-0.771797,-1.524288,-2.705473,-1.363853,1.036889,2.810690,1.949685,0.000056,0.000059,0.000074,0.000139,0.000335,0.000603,0.000465,0.000160,0.000059,0.000021,0.000007,0.000016,3.895431,157.746812,0.012474,0.010204,0.009158,0.058870,1.290984,0.821070,0.840746,0.864285,0.650845,0.770559,0.996338,0.724863,0.468348,0.423308,0.347731,0.572365,0.388783,0.000013,0.000035,0.000074,0.000096,0.000106,0.000122,0.000146,0.000123,0.000058,0.000020,0.000005,0.000005,0.731948,127.533196,no_label
0.045996,0.045122,0.048444,0.118805,-54.638548,7.657074,-4.159608,0.248913,0.142709,-0.587011,-0.736631,-1.497768,-2.733158,-1.410819,1.052344,2.754604,1.929365,0.000053,0.000055,0.000067,0.000129,0.000322,0.000587,0.000447,0.000147,0.000053,0.000019,0.000007,0.000016,3.948642,160.135800,0.012126,0.009768,0.009165,0.059458,1.264199,0.815183,0.790724,0.786979,0.658477,0.757398,0.987819,0.690943,0.499440,0.402195,0.368067,0.522792,0.365783,0.000015,0.000034,0.000070,0.000090,0.000097,0.000109,0.000133,0.000114,0.000054,0.000018,0.000005,0.000005,0.705253,126.022121,no_label
