@attribute Std_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {no_label}


@data
% filename D.wav
% srate 86.1328
0.047266,0.045812,0.049611,0.124539,-54.804312,7.753160,-4.219990,0.194582,0.110913,-0.548834,-0.628494,-1.538438,-2.774947,-1.412551,1.076214,2.775652,1.929168,0.000050,0.000051,0.000061,0.000122,0.000315,0.000579,0.000436,0.000137,0.000048,0.000018,0.000006,0.000015,4.007804,164.008955,0.011631,0.009245,0.007770,0.062660,1.093971,0.868902,0.720193,0.713660,0.700719,0.749883,0.956378,0.701927,0.491519,0.399230,0.378930,0.505757,0.365763,0.000017,0.000033,0.000067,0.000087,0.000094,0.000107,0.000128,0.000108,0.000051,0.000018,0.000005,0.000006,0.669087,124.427465,no_label
0.048438,0.046506,0.050778,0.131115,-55.030699,7.757164,-4.284936,0.094298,0.092604,-0.504074,-0.545496,-1.582822,-2.860332,-1.441874,1.112814,2.841458,1.996541,0.000048,0.000048,0.000056,0.000115,0.000306,0.000567,0.000421,0.000124,0.000041,0.000015,0.000006,0.000014,4.063415,164.836923,0.011128,0.008589,0.005833,0.062861,0.785073,0.869218,0.664630,0.568208,0.725743,0.702603,0.919333,0.713685,0.457953,0.348024,0.390125,0.459133,0.344431,0.000018,0.000032,0.000064,0.000083,0.000089,0.000100,0.000116,0.000095,0.000043,0.000014,0.000004,0.000006,0.623548,123.688032,no_label
0.049609,0.047299,0.051946,0.133330,-55.163093,7.733201,-4.325613,0.038256,0.090300,-0.460922,-0.461007,-1.636866,-2.930557,-1.477619,1.150472,2.848975,1.996362,0.000045,0.000043,0.000047,0.000103,0.000292,0.000552,0.000405,0.000112,0.000036,0.000014,0.000006,0.000014,4.134829,173.662050,0.010687,0.007762,0.002227,0.062599,0.732196,0.857142,0.657633,0.539346,0.729397,0.649273,0.843591,0.766918,0.496435,0.315554,0.356775,0.449961,0.344649,0.000019,0.000028,0.000054,0.000070,0.000077,0.000091,0.000103,0.000084,0.000038,0.000013,0.000004,0.000006,0.566686,123.814424,no_label
0.050879,0.048093,0.052140,0.139300,-55.221235,7.718283,-4.322583,-0.042643,0.064232,-0.414546,-0.360976,-1.604330,-2.938240,-1.478600,1.159209,2.841435,1.986263,0.000042,0.000037,0.000037,0.000091,0.000277,0.000533,0.000385,0.000098,0.000030,0.000012,0.000005,0.000013,4.204648,178.014080,0.009657,0.006743,0.001906,0.063201,0.668859,0.852215,0.663960,0.441523,0.754273,0.612607,0.801201,0.757210,0.495688,0.315180,0.358310,0.449974,0.343802,0.000019,0.000020,0.000037,0.000047,0.000053,0.000067,0.000072,0.000061,0.000029,0.000010,0.000004,0.000006,0.490091,120.970906,no_label
0.052344,0.048766,0.052140,0.143712,-55.269707,7.779398,-4.339953,-0.106262,0.000180,-0.372189,-0.274006,-1.600183,-2.896973,-1.439082,1.186051,2.783479,1.918699,0.000039,0.000033,0.000031,0.000083,0.000267,0.000521,0.000371,0.000089,0.000026,0.000010,0.000005,0.000012,4.266935,182.219420,0.008067,0.005811,0.001906,0.058276,0.697188,0.909003,0.641159,0.363881,0.740276,0.595386,0.743616,0.753893,0.454965,0.339288,0.377185,0.388871,0.225640,0.000019,0.000015,0.000027,0.000033,0.000036,0.000054,0.000052,0.000046,0.000023,0.000009,0.000004,0.000006,0.418351,119.064880,no_label
0.053613,0.049248,0.052140,0.149762,-55.276360,7.722211,-4.303068,-0.154347,-0.033147,-0.328498,-0.197697,-1.603998,-2.925017,-1.447589,1.184856,2.722268,1.890773,0.000036,0.000030,0.000028,0.000078,0.000259,0.000511,0.000360,0.000081,0.000022,0.000009,0.000004,0.000011,4.316510,183.413194,0.006098,0.005096,0.001906,0.054226,0.697307,0.881027,0.698511,0.405298,0.761563,0.555140,0.642892,0.754773,0.475036,0.342301,0.376543,0.386394,0.234783,0.000020,0.000013,0.000023,0.000026,0.000028,0.000047,0.000034,0.000030,0.000015,0.000007,0.000004,0.000006,0.355766,118.250451,no_label
0.054980,0.049659,0.052140,0.147614,-55.338921,7.676174,-4.254397,-0.170666,-0.041251,-0.281377,-0.137138,-1.615767,-2.945732,-1.456915,1.242923,2.689829,1.898030,0.000033,0.000027,0.000024,0.000072,0.000253,0.000503,0.000352,0.000076,0.000020,0.000008,0.000004,0.000010,4.367423,185.594282,0.002492,0.004395,0.001906,0.055694,0.768339,0.823256,0.728501,0.418439,0.761317,0.505379,0.536681,0.759619,0.490951,0.334501,0.427007,0.364331,0.231866,0.000019,0.000008,0.000014,0.000016,0.000026,0.000053,0.000033,0.000021,0.000012,0.000005,0.000002,0.000005,0.255880,115.823090,no_label
0.055566,0.049655,0.052140,0.139864,-55.394193,7.643160,-4.251393,-0.205273,-0.057588,-0.316584,-0.090666,-1.606181,-2.996610,-1.437949,1.310521,2.657508,1.931510,0.000032,0.000026,0.000023,0.000072,0.000252,0.000501,0.000351,0.000075,0.000020,0.000008,0.000004,0.000010,4.380075,188.234087,0.000972,0.004399,0.001906,0.059261,0.791024,0.795803,0.730485,0.429389,0.772788,0.535873,0.493389,0.759185,0.505246,0.321281,0.377346,0.334480,0.251453,0.000020,0.000007,0.000014,0.000016,0.000026,0.000055,0.000034,0.000021,0.000011,0.000005,0.000002,0.000005,0.235448,115.149484,no_label
0.055469,0.049298,0.052140,0.139955,-55.403351,7.621111,-4.252383,-0.193106,-0.110982,-0.384300,-0.079725,-1.650916,-3.045666,-1.428743,1.346932,2.609685,1.950195,0.000031,0.000026,0.000025,0.000073,0.000250,0.000496,0.000348,0.000076,0.000020,0.000008,0.000004,0.000010,4.354996,185.399654,0.000957,0.004469,0.001906,0.059114,0.802830,0.778356,0.730666,0.423398,0.779356,0.541957,0.485710,0.777270,0.499633,0.318177,0.337154,0.246175,0.259845,0.000020,0.000007,0.000014,0.000016,0.000029,0.000062,0.000039,0.000020,0.000011,0.000005,0.000002,0.000006,0.239287,114.461878,no_label
0.055371,0.048832,0.051946,0.140132,-55.450229,7.716579,-4.220146,-0.152356,-0.152128,-0.431873,-0.079841,-1.696599,-3.068234,-1.375108,1.381765,2.616820,1.988380,0.000029,0.000026,0.000025,0.000073,0.000245,0.000483,0.000341,0.000077,0.000021,0.000008,0.000004,0.000009,4.324221,172.509979,0.001118,0.004335,0.001856,0.058996,0.819986,0.755830,0.723013,0.452496,0.748859,0.501662,0.485638,0.785055,0.489550,0.316170,0.276077,0.258384,0.303167,0.000020,0.000007,0.000013,0.000016,0.000031,0.000067,0.000043,0.000020,0.000011,0.000004,0.000002,0.000006,0.228130,99.405304,no_label
0.054785,0.048264,0.051751,0.139741,-55.491377,7.757882,-4.175397,-0.129333,-0.231581,-0.520336,-0.103433,-1.789937,-3.141016,-1.389886,1.353627,2.621427,2.016582,0.000027,0.000025,0.000027,0.000073,0.000239,0.000470,0.000333,0.000078,0.000022,0.000009,0.000004,0.000008,4.289519,169.630351,0.002507,0.004209,0.001783,0.059337,0.856958,0.761168,0.665204,0.450133,0.765393,0.524223,0.472121,0.732149,0.427348,0.317667,0.305370,0.264051,0.309389,0.000018,0.000007,0.000012,0.000016,0.000031,0.000068,0.000045,0.000019,0.000010,0.000004,0.000002,0.000005,0.230494,100.331724,no_label
0.054785,0.047516,0.051556,0.141136,-55.522807,7.848859,-4.131865,-0.110470,-0.326607,-0.616546,-0.207868,-1.923311,-3.220941,-1.393340,1.367472,2.633844,2.026156,0.000024,0.000025,0.000029,0.000075,0.000237,0.000463,0.000331,0.000081,0.000024,0.000009,0.000004,0.000008,4.241952,156.753660,0.002507,0.004065,0.001685,0.058158,0.872002,0.673360,0.635544,0.458672,0.674963,0.417429,0.400829,0.620555,0.377661,0.316860,0.297559,0.276907,0.306713,0.000016,0.000007,0.000012,0.000015,0.000031,0.000068,0.000045,0.000019,0.000009,0.000004,0.000002,0.000005,0.234851,89.848823,no_label
0.054785,0.046896,0.051362,0.133752,-55.619821,7.929924,-4.089174,-0.119614,-0.375162,-0.670675,-0.256637,-2.051340,-3.291378,-1.400247,1.365614,2.634268,2.079584,0.000022,0.000024,0.000031,0.000076,0.000234,0.000454,0.000327,0.000082,0.000024,0.000009,0.000004,0.000007,4.207859,157.195042,0.002507,0.003751,0.001556,0.061573,1.000587,0.719685,0.594843,0.455544,0.622103,0.384692,0.345180,0.452706,0.328613,0.312184,0.297765,0.277068,0.333843,0.000015,0.000007,0.000011,0.000015,0.000033,0.000071,0.000047,0.000017,0.000009,0.000004,0.000002,0.000004,0.223034,89.739782,no_label
0.055176,0.046350,0.051167,0.129115,-55.728128,7.997706,-4.095709,-0.115968,-0.440808,-0.720327,-0.278079,-2.122436,-3.327436,-1.400824,1.352827,2.655845,2.089394,0.000021,0.000024,0.000032,0.000077,0.000232,0.000445,0.000322,0.000083,0.000025,0.000010,0.000004,0.000007,4.172375,141.619505,0.003018,0.003311,0.001389,0.065309,1.011647,0.680420,0.600597,0.457063,0.589942,0.381406,0.337433,0.395010,0.299726,0.312206,0.304569,0.280556,0.334502,0.000014,0.000007,0.000010,0.000014,0.000036,0.000076,0.000051,0.000016,0.000008,0.000003,0.000002,0.000004,0.200396,61.534545,no_label
0.055176,0.045761,0.050973,0.124591,-55.826419,8.038980,-4.025095,-0.135251,-0.487838,-0.745433,-0.289463,-2.113091,-3.333948,-1.422385,1.363489,2.691826,2.148946,0.000019,0.000024,0.000033,0.000077,0.000227,0.000433,0.000314,0.000083,0.000026,0.000010,0.000004,0.000007,4.125269,130.926697,0.003018,0.002925,0.001167,0.067657,1.031100,0.699449,0.591848,0.435286,0.506453,0.366784,0.331179,0.404007,0.298882,0.342746,0.300776,0.281862,0.385418,0.000012,0.000007,0.000010,0.000014,0.000037,0.000079,0.000055,0.000016,0.000007,0.000003,0.000002,0.000004,0.203027,58.599097,no_label
0.055176,0.045339,0.050778,0.117115,-55.984784,8.093500,-4.013691,-0.153550,-0.517432,-0.772664,-0.333905,-2.166640,-3.349817,-1.430974,1.367302,2.716198,2.158403,0.000017,0.000023,0.000033,0.000076,0.000221,0.000419,0.000305,0.000083,0.000026,0.000010,0.000004,0.000006,4.104580,134.282047,0.003018,0.002411,0.000848,0.067604,0.976803,0.639127,0.596111,0.420961,0.432821,0.323383,0.333015,0.346197,0.295079,0.354156,0.300017,0.294179,0.389218,0.000010,0.000006,0.000010,0.000015,0.000043,0.000086,0.000060,0.000016,0.000006,0.000003,0.000002,0.000003,0.191655,56.611148,no_label
0.055176,0.044794,0.050584,0.106956,-56.052915,8.146602,-3.897100,-0.115433,-0.523990,-0.760169,-0.325744,-2.157758,-3.376883,-1.430190,1.350276,2.761133,2.161221,0.000016,0.000022,0.000034,0.000076,0.000217,0.000410,0.000300,0.000083,0.000027,0.000010,0.000004,0.000006,4.072831,124.603434,0.003018,0.001693,0.000000,0.065229,0.993522,0.613666,0.557851,0.413578,0.426642,0.319811,0.330854,0.356510,0.267356,0.353239,0.301148,0.302313,0.389966,0.000008,0.000006,0.000008,0.000015,0.000046,0.000092,0.000064,0.000016,0.000006,0.000003,0.000002,0.000003,0.181216,52.005157,no_label
0.055273,0.044492,0.050584,0.104573,-56.253218,8.260919,-3.880769,-0.083570,-0.503555,-0.751230,-0.334655,-2.132675,-3.393797,-1.417880,1.392232,2.813130,2.192179,0.000015,0.000021,0.000034,0.000075,0.000211,0.000397,0.000291,0.000081,0.000026,0.000010,0.000004,0.000005,4.056373,124.404909,0.003032,0.001481,0.000000,0.061801,0.911127,0.467310,0.549576,0.385136,0.435448,0.317615,0.345551,0.365110,0.260869,0.343479,0.280535,0.285303,0.385037,0.000006,0.000006,0.000008,0.000015,0.000048,0.000093,0.000066,0.000017,0.000006,0.000003,0.000002,0.000002,0.184940,52.164078,no_label
0.055176,0.044260,0.050584,0.107550,-56.440313,8.257193,-3.800418,-0.127502,-0.525456,-0.764643,-0.347689,-2.102027,-3.410374,-1.474853,1.368129,2.867357,2.226544,0.000013,0.000021,0.000033,0.000073,0.000203,0.000382,0.000281,0.000079,0.000025,0.000009,0.000003,0.000005,4.048284,127.703840,0.003018,0.001610,0.000000,0.065615,0.829076,0.470150,0.596903,0.418804,0.437084,0.325132,0.363761,0.371965,0.239548,0.413028,0.308880,0.326524,0.371195,0.000003,0.000004,0.000007,0.000014,0.000045,0.000089,0.000063,0.000016,0.000005,0.000003,0.000002,0.000002,0.191221,50.283527,no_label
0.055078,0.043923,0.050584,0.106780,-56.538608,8.308703,-3.763785,-0.146083,-0.530954,-0.776483,-0.336684,-2.087080,-3.369075,-1.448536,1.353466,2.899408,2.242854,0.000013,0.000020,0.000033,0.000072,0.000198,0.000371,0.000274,0.000078,0.000025,0.000009,0.000003,0.000005,4.021946,125.911423,0.003063,0.002115,0.000000,0.066252,0.798219,0.459024,0.630729,0.438399,0.435178,0.325959,0.357948,0.375675,0.281274,0.416418,0.301058,0.340263,0.375206,0.000003,0.000004,0.000008,0.000013,0.000042,0.000086,0.000060,0.000014,0.000005,0.000002,0.000002,0.000002,0.217616,51.762121,no_label
0.055176,0.043478,0.050584,0.098551,-56.709279,8.303065,-3.704985,-0.180842,-0.487242,-0.797972,-0.381166,-2.103836,-3.401331,-1.495186,1.376552,2.945742,2.278542,0.000013,0.000020,0.000033,0.000071,0.000193,0.000360,0.000267,0.000077,0.000025,0.000009,0.000003,0.000005,3.991103,123.246520,0.003080,0.002672,0.000000,0.062658,0.850195,0.449410,0.667964,0.396180,0.420067,0.309883,0.354167,0.383837,0.283033,0.385900,0.326005,0.353638,0.380914,0.000003,0.000004,0.000008,0.000012,0.000038,0.000078,0.000053,0.000014,0.000006,0.000002,0.000002,0.000002,0.239889,51.864043,no_label
0.054004,0.042958,0.050584,0.091503,-56.807801,8.289620,-3.628925,-0.183268,-0.470737,-0.798204,-0.437655,-2.157998,-3.423910,-1.468196,1.409201,2.965991,2.263342,0.000013,0.000021,0.000034,0.000072,0.000190,0.000352,0.000263,0.000078,0.000025,0.000009,0.000003,0.000004,3.959400,127.792413,0.006060,0.003321,0.000000,0.059187,0.864685,0.466067,0.681271,0.394776,0.403552,0.309921,0.403535,0.461105,0.305887,0.431069,0.373758,0.374302,0.376853,0.000003,0.000004,0.000010,0.000013,0.000034,0.000071,0.000049,0.000016,0.000007,0.000002,0.000001,0.000001,0.268550,50.248003,no_label
0.052637,0.042310,0.050584,0.092389,-56.941415,8.382156,-3.525165,-0.159021,-0.464286,-0.778345,-0.439490,-2.167445,-3.409643,-1.406053,1.416748,3.003270,2.302080,0.000013,0.000022,0.000036,0.000073,0.000188,0.000346,0.000260,0.000080,0.000026,0.000009,0.000003,0.000004,3.909115,117.487840,0.008064,0.003830,0.000000,0.060135,0.950002,0.561525,0.683751,0.407153,0.394600,0.316296,0.403663,0.477435,0.291571,0.503266,0.370513,0.348929,0.342553,0.000003,0.000005,0.000011,0.000015,0.000032,0.000065,0.000045,0.000018,0.000008,0.000003,0.000001,0.000001,0.286256,42.809550,no_label
0.051367,0.041657,0.050584,0.083831,-57.090785,8.399351,-3.528264,-0.138969,-0.468340,-0.787118,-0.465039,-2.255983,-3.465125,-1.395950,1.420901,3.026403,2.344291,0.000013,0.000022,0.000038,0.000074,0.000187,0.000342,0.000259,0.000082,0.000028,0.000010,0.000004,0.000005,3.860798,113.740667,0.009510,0.004187,0.000000,0.055906,0.865779,0.550391,0.681110,0.413571,0.399354,0.310071,0.374945,0.512541,0.306493,0.505955,0.369701,0.347967,0.344779,0.000003,0.000006,0.000013,0.000016,0.000031,0.000061,0.000044,0.000022,0.000010,0.000004,0.000002,0.000001,0.299435,43.992065,no_label
0.050000,0.041054,0.050584,0.079405,-57.217678,8.373350,-3.515276,-0.122005,-0.517877,-0.841850,-0.477378,-2.342324,-3.507738,-1.432238,1.427655,3.055062,2.371902,0.000013,0.000023,0.000040,0.000076,0.000186,0.000338,0.000258,0.000085,0.000029,0.000010,0.000004,0.000005,3.813929,110.667941,0.010561,0.004316,0.000000,0.056539,0.900841,0.524662,0.681172,0.416879,0.451441,0.300790,0.361931,0.623457,0.294251,0.492347,0.375914,0.341394,0.319230,0.000003,0.000006,0.000014,0.000018,0.000030,0.000054,0.000042,0.000024,0.000011,0.000004,0.000002,0.000001,0.294787,42.221299,no_label
0.048730,0.040541,0.050584,0.072414,-57.340113,8.454167,-3.516010,-0.073556,-0.560634,-0.856599,-0.457000,-2.380575,-3.501708,-1.398443,1.427516,3.093375,2.407869,0.000013,0.000024,0.000041,0.000077,0.000185,0.000333,0.000257,0.000087,0.000030,0.000011,0.000004,0.000005,3.773127,112.502002,0.011413,0.004338,0.000000,0.053521,0.799694,0.526381,0.680528,0.372680,0.514948,0.287842,0.377536,0.613277,0.295085,0.499447,0.375934,0.274923,0.259560,0.000003,0.000006,0.000014,0.000019,0.000030,0.000048,0.000040,0.000026,0.000012,0.000004,0.000002,0.000002,0.281001,43.105065,no_label
0.047266,0.040020,0.050584,0.074278,-57.401140,8.449877,-3.515646,-0.037391,-0.610332,-0.908635,-0.447476,-2.423436,-3.540187,-1.388964,1.404981,3.117758,2.433248,0.000013,0.000024,0.000042,0.000079,0.000185,0.000330,0.000256,0.000089,0.000031,0.000011,0.000004,0.000004,3.733119,113.787079,0.012160,0.004342,0.000000,0.054725,0.800071,0.527901,0.680617,0.348588,0.515589,0.293470,0.376305,0.617868,0.340765,0.503718,0.344522,0.254207,0.229066,0.000003,0.000005,0.000013,0.000018,0.000029,0.000046,0.000040,0.000026,0.000012,0.000004,0.000002,0.000002,0.266697,42.376521,no_label
0.045801,0.039670,0.050584,0.075151,-57.446101,8.455355,-3.462393,0.010444,-0.594683,-0.869154,-0.441902,-2.488608,-3.561072,-1.374812,1.407837,3.120606,2.426142,0.000013,0.000024,0.000042,0.000078,0.000181,0.000323,0.000252,0.000089,0.000031,0.000011,0.000004,0.000004,3.708186,108.794030,0.012695,0.004236,0.000000,0.054306,0.757657,0.523785,0.702214,0.323485,0.515820,0.316978,0.381767,0.590373,0.357404,0.504758,0.346830,0.249487,0.232448,0.000003,0.000005,0.000013,0.000018,0.000028,0.000043,0.000039,0.000026,0.000012,0.000004,0.000002,0.000002,0.253906,39.621479,no_label
0.044531,0.039303,0.050584,0.084662,-57.539891,8.463850,-3.418014,0.023502,-0.616272,-0.850705,-0.441508,-2.520464,-3.590080,-1.357430,1.416608,3.140631,2.444658,0.000013,0.000024,0.000043,0.000078,0.000179,0.000318,0.000249,0.000089,0.000032,0.000011,0.000004,0.000004,3.682118,102.539459,0.013008,0.004071,0.000000,0.063831,0.753024,0.518237,0.669115,0.316389,0.529211,0.315132,0.381897,0.601094,0.370845,0.507879,0.346172,0.229510,0.231833,0.000003,0.000005,0.000013,0.000019,0.000028,0.000044,0.000040,0.000026,0.000011,0.000004,0.000001,0.000002,0.240776,36.651202,no_label
0.043262,0.038849,0.050584,0.092349,-57.580725,8.421763,-3.315765,0.019254,-0.632192,-0.846658,-0.463083,-2.557069,-3.643859,-1.369510,1.442486,3.123549,2.422973,0.000013,0.000024,0.000043,0.000079,0.000178,0.000315,0.000248,0.000090,0.000033,0.000012,0.000004,0.000004,3.652036,96.551919,0.013380,0.003836,0.000000,0.073984,0.699063,0.551381,0.713908,0.309828,0.514310,0.320826,0.355174,0.606610,0.368295,0.499116,0.346493,0.243002,0.229970,0.000003,0.000005,0.000013,0.000018,0.000029,0.000045,0.000041,0.000025,0.000011,0.000004,0.000001,0.000002,0.221422,34.016618,no_label
0.043652,0.038558,0.050584,0.096808,-57.648391,8.453864,-3.200538,0.023737,-0.593767,-0.808053,-0.459407,-2.589487,-3.678285,-1.351490,1.485874,3.109133,2.418785,0.000012,0.000025,0.000044,0.000079,0.000177,0.000313,0.000247,0.000090,0.000033,0.000012,0.000004,0.000004,3.634944,94.187116,0.013536,0.003665,0.000000,0.076030,0.669168,0.558983,0.674647,0.310787,0.503230,0.285399,0.359749,0.606479,0.379693,0.498332,0.314093,0.258746,0.231977,0.000003,0.000005,0.000013,0.000018,0.000029,0.000045,0.000041,0.000025,0.000011,0.000004,0.000001,0.000002,0.211163,34.627960,no_label
0.043750,0.038600,0.050584,0.094449,-57.680920,8.405937,-3.081814,-0.033282,-0.581320,-0.799365,-0.433568,-2.594643,-3.686393,-1.343231,1.502892,3.101581,2.417369,0.000012,0.000024,0.000043,0.000077,0.000173,0.000306,0.000242,0.000088,0.000032,0.000012,0.000004,0.000004,3.644525,95.907903,0.013622,0.003700,0.000000,0.076479,0.613148,0.630564,0.703419,0.360237,0.507368,0.281805,0.345297,0.607193,0.382432,0.499623,0.314348,0.263060,0.234413,0.000003,0.000005,0.000013,0.000018,0.000027,0.000040,0.000039,0.000025,0.000011,0.000004,0.000002,0.000002,0.221130,36.278141,no_label
0.043750,0.038389,0.050584,0.094497,-57.676567,8.331666,-3.004566,-0.076893,-0.620632,-0.763291,-0.429666,-2.562385,-3.675422,-1.334322,1.552106,3.104986,2.413175,0.000012,0.000024,0.000043,0.000077,0.000171,0.000303,0.000239,0.000088,0.000033,0.000012,0.000005,0.000005,3.619237,89.643209,0.013622,0.003561,0.000000,0.076442,0.612721,0.632145,0.651604,0.409117,0.501329,0.306306,0.347284,0.624840,0.384606,0.502732,0.355450,0.258811,0.229119,0.000004,0.000005,0.000013,0.000019,0.000027,0.000039,0.000039,0.000025,0.000011,0.000005,0.000004,0.000004,0.211956,38.978179,no_label
0.043359,0.038433,0.050584,0.094739,-57.731345,8.336914,-2.922498,-0.133163,-0.583752,-0.719288,-0.420558,-2.533415,-3.679467,-1.317659,1.607457,3.088177,2.407385,0.000012,0.000024,0.000042,0.000076,0.000169,0.000300,0.000237,0.000088,0.000033,0.000013,0.000005,0.000005,3.627242,84.994643,0.013183,0.003635,0.000000,0.076258,0.585624,0.631765,0.526188,0.454579,0.516078,0.308404,0.351395,0.642385,0.382299,0.505206,0.362363,0.281148,0.235675,0.000004,0.000006,0.000014,0.000020,0.000029,0.000040,0.000041,0.000026,0.000011,0.000005,0.000004,0.000004,0.227518,39.356046,no_label
0.043359,0.038752,0.050584,0.095282,-57.799701,8.312237,-2.890899,-0.176000,-0.588017,-0.672790,-0.394291,-2.560856,-3.696685,-1.284013,1.640897,3.067989,2.361462,0.000011,0.000023,0.000041,0.000074,0.000167,0.000298,0.000235,0.000086,0.000032,0.000012,0.000005,0.000005,3.673729,99.274453,0.013183,0.004189,0.000000,0.075954,0.571490,0.624781,0.513702,0.462830,0.511248,0.363099,0.383982,0.614748,0.375077,0.474022,0.368524,0.297620,0.197791,0.000004,0.000007,0.000015,0.000022,0.000031,0.000042,0.000043,0.000028,0.000012,0.000005,0.000004,0.000004,0.310600,65.611410,no_label
0.043359,0.038970,0.050584,0.094670,-57.918998,8.312056,-2.852066,-0.229222,-0.633091,-0.652134,-0.334501,-2.538865,-3.706817,-1.247406,1.688263,3.069334,2.332880,0.000011,0.000022,0.000040,0.000073,0.000166,0.000296,0.000233,0.000085,0.000031,0.000012,0.000005,0.000005,3.701481,95.836958,0.013183,0.004583,0.000000,0.076393,0.663930,0.624909,0.480620,0.498467,0.462189,0.384522,0.412864,0.632359,0.370428,0.446696,0.387667,0.297792,0.228514,0.000004,0.000008,0.000016,0.000023,0.000032,0.000044,0.000045,0.000030,0.000013,0.000005,0.000004,0.000004,0.360737,65.606283,no_label
0.043262,0.039434,0.050584,0.095611,-58.025618,8.268166,-2.880595,-0.265497,-0.634164,-0.616628,-0.288751,-2.531935,-3.715352,-1.216277,1.726425,3.059393,2.339237,0.000010,0.000021,0.000039,0.000071,0.000164,0.000294,0.000231,0.000083,0.000030,0.000012,0.000005,0.000005,3.751695,102.228232,0.013091,0.005310,0.000000,0.075653,0.669657,0.650936,0.503678,0.494781,0.461163,0.407480,0.458344,0.642571,0.363925,0.425790,0.371875,0.295169,0.229039,0.000004,0.000009,0.000018,0.000025,0.000034,0.000046,0.000048,0.000033,0.000014,0.000006,0.000004,0.000004,0.437263,67.845865,no_label
0.043262,0.039860,0.050584,0.091148,-58.129467,8.265612,-2.879146,-0.309930,-0.637774,-0.572383,-0.232069,-2.521167,-3.717520,-1.194127,1.728380,3.041293,2.315640,0.000009,0.000020,0.000038,0.000070,0.000162,0.000292,0.000229,0.000081,0.000030,0.000011,0.000005,0.000004,3.799699,105.778741,0.013091,0.005869,0.000000,0.073543,0.774006,0.649512,0.500469,0.520511,0.457420,0.438073,0.439421,0.656882,0.362483,0.417891,0.371559,0.296414,0.242921,0.000004,0.000010,0.000019,0.000027,0.000036,0.000048,0.000051,0.000034,0.000015,0.000006,0.000004,0.000004,0.495223,68.487884,no_label
0.043262,0.040332,0.050584,0.092317,-58.145384,8.218555,-2.909687,-0.306829,-0.606240,-0.500447,-0.174782,-2.543806,-3.738717,-1.131545,1.787944,3.001369,2.291794,0.000009,0.000020,0.000036,0.000068,0.000161,0.000291,0.000227,0.000080,0.000029,0.000011,0.000005,0.000004,3.849502,122.088803,0.013091,0.006320,0.000000,0.075696,0.771077,0.708295,0.507165,0.517442,0.469078,0.467250,0.413812,0.636663,0.346327,0.297273,0.306569,0.268946,0.256431,0.000005,0.000010,0.000021,0.000028,0.000037,0.000049,0.000052,0.000036,0.000016,0.000006,0.000004,0.000004,0.543077,102.615467,no_label
0.043457,0.040880,0.050584,0.097676,-58.233492,8.204741,-2.927655,-0.277535,-0.605612,-0.452329,-0.152075,-2.560863,-3.798228,-1.150364,1.834108,2.964100,2.282758,0.000008,0.000019,0.000035,0.000066,0.000158,0.000288,0.000224,0.000077,0.000028,0.000011,0.000004,0.000004,3.899861,129.217979,0.013259,0.006560,0.000000,0.075940,0.760564,0.701476,0.511046,0.506603,0.469319,0.471948,0.412039,0.622316,0.255391,0.309210,0.310676,0.270139,0.252456,0.000005,0.000011,0.000021,0.000029,0.000038,0.000051,0.000054,0.000037,0.000016,0.000006,0.000004,0.000004,0.560939,103.475590,no_label
0.043359,0.041477,0.050584,0.100362,-58.228397,8.141717,-2.968598,-0.320770,-0.641417,-0.449440,-0.128486,-2.530385,-3.795059,-1.143802,1.837929,2.906131,2.233488,0.000008,0.000018,0.000033,0.000063,0.000154,0.000283,0.000219,0.000074,0.000027,0.000010,0.000004,0.000004,3.948218,132.092404,0.013169,0.006653,0.000000,0.075099,0.758554,0.681377,0.526554,0.518198,0.465822,0.470203,0.388627,0.641721,0.256693,0.299218,0.312355,0.276238,0.266283,0.000005,0.000011,0.000022,0.000030,0.000040,0.000053,0.000055,0.000038,0.000017,0.000007,0.000004,0.000004,0.568851,103.309822,no_label
